UID;gender;surname;name;fullname;birthdate;mandate_uid;mandate_type
PA702053;M.;Laurent;Degallaix;Degallaix;11/09/65;PM712450;GE
PA332228;M.;Thierry;Benoit;Benoit;13/09/66;PM645546;ASSEMBLEE
PA716367;Mme;Marie-France;de Rose;ROSE;25/04/43;PM716369;GROUPESENAT
PA736230;M.;Michel;Laugier;LAUGIER_Michel;11/07/56;PM736377;SENAT
PA717268;M.;Michel;Pélieu;Pelieu_Michel;26/06/46;PM717270;SENAT
PA736193;Mme;Évelyne;Renaud-Garabedian;RENAUD_GARABEDIAN_Evelyne;18/06/50;PM736394;SENAT
PA736213;M.;Henri;Leroy;LEROY_Henri;31/03/45;PM736431;SENAT
PA429875;M.;Jean-François;Husson;HUSSON_JEAN_FRANCOIS_C4969;17/04/61;PM429947;SENAT
PA608264;Mme;Colette;Capdevielle;Capdevielle;14/10/58;PM645248;ASSEMBLEE
PA707206;Mme;Stéphanie;Riocreux;RIOCREUX_STEPHANIE;20/05/66;PM707711;COMSENAT
PA709298;M.;Bernard;Delcros;DELCROS_BERNARD;12/02/53;PM709304;SENAT
PA709315;M.;Arnaud;Viala;Viala;04/12/74;PM714408;COMPER
PA923;M.;François;Cornut-Gentille;CornutGentille;22/05/58;PM645363;ASSEMBLEE
PA922;M.;Gérard;Cornu;CORNU GERARD;06/02/52;PM286461;GROUPESENAT
PA734539;M.;Laurent;Dutheil;Dutheil_Laurent;04/04/56;PM734540;COMSENAT
PA785;M.;Bernard;Cazeneuve;Cazeneuve;02/06/63;PM717454;ASSEMBLEE
PA782;M.;Bernard;Cazeau;CAZEAU;27/04/39;PM320553;COMSENAT
PA707346;M.;Patrick;Masclet;MASCLET_PATRICK;31/05/52;PM707708;COMSENAT
PA736187;Mme;Martine;Filleul;FILLEUL_Martine;06/06/53;PM736365;SENAT
PA708632;Mme;Marie;Mercier;MERCIER_Marie;16/06/58;PM708643;SENAT
PA708633;Mme;Corinne;Féret;FERET_CORINNE;17/09/61;PM708641;GROUPESENAT
PA707707;M.;Nuihau;Laurey;LAUREY_NUIHAU;29/12/64;PM707716;GROUPESENAT
PA736220;M.;Jean-Louis;Lagourgue;LAGOURGUE_Jean_Louis;05/08/47;PM736267;SENAT
PA736222;Mme;Michèle;Vullien;VULLIEN_Michele;18/01/44;PM736436;SENAT
PA736227;M.;Hugues;Saury;SAURY_Hugues;12/11/58;PM736308;SENAT
PA736208;M.;Didier;Rambaud;RAMBAUD_Didier;12/05/59;PM736315;SENAT
PA2047;M.;Christian;Manable;MANABLE_Christian;19/06/48;PM703606;SENAT
PA2042;M.;Claude;Malhuret;MALHURET_Claude;08/03/50;PM703682;SENAT
PA267840;M.;Stéphane;Artano;ARTANO_Stephane;09/03/73;PM736423;SENAT
PA513;M.;Jérôme;Bignon;BIGNON_Jerome;01/01/49;PM712973;CMP
PA715322;Mme;Frédérique;Gerbaud;GERBAUD_frederique;03/07/59;PM715325;GROUPESENAT
PA2879;M.;Alain;Vasselle;VASSELLE;27/06/47;PM714000;COMSPSENAT
PA337544;M.;Didier;Robert;ROBERT_DIDIER;26/04/64;PM702255;COMSENAT
PA341381;M.;Jean-François;Longeot;LONGEOT_Jean_Francois;27/12/56;PM703618;SENAT
PA267872;M.;Philippe;Pemezec;Pemezec_Philippe;25/09/55;PM736409;SENAT
PA404656;Mme;Catherine;Dumas;DUMAS CATHERINE;13/07/57;PM736328;SENAT
PA705722;M.;Patrick;Abate;ABATE_patrick;28/12/56;PM713619;CMP
PA702993;M.;Patrick;Kanner;KANNER_Patrick;29/04/57;PM15715845;GOUVERNEMENT
PA310473;Mme;Gélita;Hoarau;HOARAU_GELITA;15/01/56;PM716689;CMP
PA2469;M.;Alain;Poyart;Poyart_Alain;18/11/47;PM732428;COMSENAT
PA2237;M.;Jean-Marie;Morisset;MORISSET_Jean_Marie;18/08/47;PM703705;SENAT
PA331381;M.;Jacques;Grosperrin;GROSPERRIN_Jacques;17/10/55;PM703620;SENAT
PA633;M.;Michel;Bouvard;BOUVARD_Michel;17/03/55;PM716260;CMP
PA266795;Mme;Françoise;Gatel;GATEL_Francoise;14/03/53;PM713981;COMSPSENAT
PA392736;Mme;Béatrice;Descamps;DESCAMPS BÉATRICE;22/06/51;PM717367;SENAT
PA266812;M.;Michel;Dennemont;DENNEMONT_Michel;11/02/49;PM736265;SENAT
PA429892;Mme;Catherine;Génisson;GENISSON_CATHERINE_11061K;22/04/49;PM430009;SENAT
PA742505;M.;Jean-Paul;Prince;Prince_Jean_Paul;08/07/44;PM742506;SENAT
PA744079;M.;Jérôme;Bascher;BASCHER_JEROME;31/05/73;PM744082;SENAT
PA747420;Mme;Dominique;Vérien;Verien_Dominique;29/08/65;PM749341;DELEGSENAT
PA747422;Mme;Évelyne;Perrot;Perrot_Evelyne;22/06/51;PM747424;GROUPESENAT
PA747421;M.;Yves;Bouloux;BOULOUX_Yves;30/08/60;PM747425;GROUPESENAT
